Region;Country;City/station;concentrationPM10;YearPM10;AnnualmeanPM25;Yearpm25;nbLocations;Temporal coverage;Reference;Latitude;Longitude;convertedPM10;convertedPM25;yearMerged;version
EurHI;Lithuania;Panevežys;19;2011;12;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Lithuania;Vilnius;23;2011;16;;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Luxembourg;Luxembourg;18;2011;14;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Malta;Zejtun;;;12;2011;1 urban background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;1 more measure from rural background avaialbel;;FALSE;FALSE;2011;2014
EurHI;Monaco;Monaco;20;2010;13;;2 background stations;NA;L'environnement en principauté de Monaco, Recueil de Données 2011, Chap 4;;;FALSE;TRUE;2010;2014
EurHI;Netherlands;Amsterdam;25;2011;18;2011;4 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Netherlands;Breda;25;2010;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;Netherlands;Dordrecht;26;2011;17;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Netherlands;Enschede;;;15;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Netherlands;Groningen;;;14;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Netherlands;Heerlen;23;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Netherlands;Nijmegen;;;16;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Netherlands;Rotterdam;25;2011;17;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Netherlands;s' Gravenhage;27;2011;16;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Netherlands;Schiedam;;;18;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Netherlands;Utrecht;;;18;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Netherlands;Zaanstad;27;2011;17;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Norway;Bergen;19;2010;9;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;Norway;Oslo;23;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Norway;Stavanger;17;2011;8;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Norway;Trondheim;14;2011;8;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Bialystok;33;2011;27;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Bielsko-Biala;43;2011;34;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Bydgoszcz;19;2010;17;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;Poland;Chelm;31;2011;22;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Czestochowa;43;2011;37;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Elblag;25;2011;18;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Gdansk;24;2011;18;2011;6 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Gdynia;18;2011;13;;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Gliwice;52;2011;34;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Gorzów Wielkopolski;33;2011;17;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Grudziadz;23;2010;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2010;2014
EurHI;Poland;Inowroclaw;17;2010;12;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2010;2014
EurHI;Poland;Jelenia Góra;49;2011;35;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Kalisz;34;2011;33;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Katowice;50;2011;31;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Kielce;42;2011;35;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Koszalin;26;2011;13;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Kraków;59;2011;40;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Legnica;42;2011;30;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Leszno;26;2011;19;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Lódz;40;2011;25;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Lomza;34;2011;33;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Lublin;32;2011;23;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Nowy Sacz;55;2011;40;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Olsztyn;28;2011;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Opole;39;2011;25;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Ostrow Wielkopolski;39;2011;28;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Pabianice;56;2010;40;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2010;2014
EurHI;Poland;Pila;33;2011;23;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Piotrkow Trybunalski;44;2011;37;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Plock;35;2011;25;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Poznan;39;2011;27;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Przemysl;45;2011;37;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Radom;39;2011;26;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Rybnik;59;2011;42;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Rzeszów;42;2011;30;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Slupsk;27;2011;19;;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Sosnowiec;60;2011;43;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Suwalki;21;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Swidnica;39;2011;28;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Szczecin;28;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Tarnów;41;2011;31;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Tczew;22;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Torun;35;2010;23;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;Poland;Tychy;48;2011;34;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Walbrzych;;;22;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Warszawa;35;2011;26;2011;4 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Wloclawek;24;2010;19;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;Poland;Wroclaw;48;2010;28;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;Poland;Zabrze;56;2011;40;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Poland;Zamosc;36;2011;26;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Zgierz;38;2011;30;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Zielona Góra;23;2011;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Poland;Zory;43;2011;33;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Portugal;Almada;26;2011;12;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Portugal;Amadora;21;2011;9;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Barreiro;25;2011;11;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Braga;20;2011;9;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Faro;22;2011;10;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Funchal;29;2010;12;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2010;2014
EurHI;Portugal;Lisboa;28;2011;14;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Portugal;Matosinhos;30;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Paredes;34;2011;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Porto;31;2011;7;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Portugal;Seixal;39;2011;17;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Setúbal;26;2011;11;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Valongo;33;2011;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Vila Franca de Xira;20;2011;8;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Portugal;Vila Nova de Gaia;26;2011;11;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Russian Federation;Moscow;33;2009;22;;2 urban background and 4 suburban background stations;97;European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.;;;FALSE;TRUE;2009;2014
EurHI;Slovakia;Banská Bystrica;;;22;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
