Region;Country;City/station;concentrationPM10;YearPM10;AnnualmeanPM25;Yearpm25;nbLocations;Temporal coverage;Reference;Latitude;Longitude;convertedPM10;convertedPM25;yearMerged;version
EurHI;France;Tours;23;2011;17;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;France;Troyes;26;2011;19;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;France;Valence;26;2011;19;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;France;Valenciennes;26;2011;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Aachen;19;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Aschaffenburg;21;2011;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Augsburg;22;2011;15;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Bamberg;21;2011;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Berlin;24;2011;20;2011;4 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Bielefeld;23;2011;20;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Bonn;23;2011;17;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Brandenburg an der Havel;23;2011;19;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Braunschweig;20;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Bremen;21;2011;16;2011;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Bremerhaven;21;2011;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Chemnitz;22;2011;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Cottbus;25;2011;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Darmstadt;16;2011;12;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Dortmund;26;2011;19;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Dresden;22;2011;17;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Duisburg;25;2011;18;;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Düsseldorf;25;2011;17;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Erlangen;20;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Essen;30;2011;19;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Frankfurt (Oder);26;2011;19;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Frankfurt am Main;22;2011;18;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Freiburg im Breisgau;17;2011;12;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Fulda;19;2011;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Gelsenkirchen;26;2011;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Gera;25;2011;19;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Göttingen;15;2011;12;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Halle an der Saale;25;2011;19;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Hamburg;25;2011;17;2011;5 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Hannover;20;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Ingolstadt;23;2011;17;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Jena;24;2011;18;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Kaiserslautern;;;14;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Karlsruhe;20;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Kassel;23;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Kempten (Allgäu);18;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Kiel;23;2011;17;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Köln;22;2011;17;2011;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Konstanz;20;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Krefeld;26;2011;19;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Leipzig;22;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Leverkusen;21;2011;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Lübeck;22;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Ludwigsburg;18;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Ludwigshafen am Rhein;22;2011;17;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Lüneburger Heide;17;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Magdeburg;25;2011;18;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Mainz;21;2011;17;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Mannheim;24;2011;18;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Marburg;18;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Mönchengladbach;23;2011;17;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Mülheim a.d.Ruhr;25;2011;19;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;München;21;2011;14;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Münster;23;2011;18;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Neu-Ulm;23;2011;17;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Nürnberg;;;17;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Offenburg;21;2010;15;;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2010;2014
EurHI;Germany;Osnabrück;19;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Potsdam;22;2011;18;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Reutlingen;18;2011;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Rostock;23;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Saarbrücken;22;2011;13;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Solingen;20;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Stuttgart;21;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Tübingen;19;2011;13;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Ulm;21;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Villingen-Schwenningen;18;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Weimar;21;2011;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Wiesbaden;20;2011;17;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Germany;Wolfsburg;18;2011;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Germany;Wuppertal;23;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Greece;Agia Paraskevi;23;2011;17;2011;1 suburban background station;93;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Greece;Ioannina;;;27;2011;1 suburban background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Greece;Koropi;22;2011;16;;1 suburban background station;95;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Greece;Lykovrisi;30;2011;22;;1 suburban background station;84;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Greece;Panorama;37;2011;27;;1 suburban background station;92;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Iceland;Hafnarfjordur;9;2011;4;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Iceland;Kopavogur;10;2011;5;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Iceland;Reykjavik;11;2010;10;2010;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;Ireland;Cork;17;2011;8;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Ireland;Dublin;18;2011;9;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Israel ;Ashdod;62;2010;22;2010;2 urban background (1 PM10, 1 PM2.5);>87%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx, ,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx; 31°48′0″N 34°39′0″E, 31°49′28.91″N 34°40′59.88″E;;FALSE;FALSE;2010;2014
EurHI;Israel ;Ashkelon;74;2010;27;2010;"1 urban background station (PM10); 2 stations (PM2,5): 1 suburban background, 1 urban background";>93%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;;;FALSE;FALSE;2010;2014
EurHI;Israel ;Beersheva;68;2010;45;;1 urban background station;97%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx; 31°14′59.18″N 34°47′58.95″E;;FALSE;TRUE;2010;2014
EurHI;Israel ;Beit Shemesh ;68;2010;45;;1 urban background station;96%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;  31°44′44.47″N 34°59′11.93″;;FALSE;TRUE;2010;2014
EurHI;Israel ;Gadera;;;26;2010;1 urban background station;96%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;31°48′58.66″N 34°46′37.23″E;;FALSE;FALSE;2010;2014
EurHI;Israel ;Hadera;46;2010;25;2010;2 suburban background (1 PM10, 1 PM2.5);88%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;;;FALSE;FALSE;2010;2014
EurHI;Israel ;Haifa (Metropolitan);45;2010;22;2010;9 stations (PM10), 4 stations (PM2.5):   urban background, residential, commercial, suburban background;>90%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;32°48′45.77″N 34°59′56.93″E ;;FALSE;FALSE;2010;2014
EurHI;Israel ;Heftzibah (Gilboa-Beit Shean Valley -northeastern Israel );53;2010;;;1 rural background station -northeastern Israel;90%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx; 32°31′4.8″N 35°25′31.44″E;;FALSE;FALSE;2010;2014
EurHI;Israel ;Karmei Yosef - (rural) Gezer Region;66;2010;;;1 rural background station;94%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;;;FALSE;FALSE;2010;2014
EurHI;Israel ;Kibbutz Erez (southwestern Israel);68;2010;;;1 station;99%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;31°33′35.63″N 34°33′57.95″E;;FALSE;FALSE;2010;2014
EurHI;Israel ;Kibbutz Sde Yoav (rural southern Israel);;;24;2010;1 rural background station;98%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx; 31°38′36.59″N 34°40′53.03″E;;FALSE;FALSE;2010;2014
EurHI;Israel ;Kiryat Malachi;;;23;2010;1 background station;95%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;31°44′N 34°44′E;;FALSE;FALSE;2010;2014
EurHI;Israel ;Modi'in;70;2010;46;;2 urban background stations;>92%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;31°54′27.55″N 35°0′27.41″E;;FALSE;TRUE;2010;2014
EurHI;Israel ;Rehovot;63;2010;42;;1 urban background station;97%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx; 31°53′52.67″N 34°48′29.24″E;;FALSE;TRUE;2010;2014
EurHI;Israel ;Sderot;;;24;2010;2 stations (1 background, 1 suburban background);99%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;31°31′22″N 34°35′43″E;;FALSE;FALSE;2010;2014
EurHI;Israel ;Tel Aviv (Metropolitan);67;2010;23;2010;4 stations (PM10),  4 stations (PM2.5): urban background, residential, commercial.;>76%;Israel Ministry of Environmental Protection http://www.sviva.gov.il/InfoServices/ReservoirInfo/ResearchAndPublications/Pages/Publications/P0601-P0700/P0684.aspx,http://www.sviva.gov.il/subjectsEnv/SvivaAir/AirQualityData/Pages/AirMoritoringReports.aspx;32°2′N 34°46′E ;;FALSE;FALSE;2010;2014
EurHI;Italy;Ancona;33;2011;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Asti;37;2011;26;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Bari;26;2011;18;;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Bergamo;39;2011;31;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Biella;28;2011;19;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Bologna;30;2011;20;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Brescia;43;2011;32;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Cagliari;20;2011;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Campobasso;22;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Catania;24;2010;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2010;2014
EurHI;Italy;Cosenza;;;14;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Cremona;42;2011;30;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Ferrara;34;2011;23;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Firenze;25;2011;16;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Forli;29;2011;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Genova;23;2011;16;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;La Spezia;23;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Lecco;31;2011;24;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Livorno;14;2011;9;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Milano;37;2010;33;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;Italy;Modena;38;2011;25;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Monza;47;2011;39;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Napoli;39;2008;27;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2008;2014
EurHI;Italy;Novara;32;2011;26;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Padova;44;2011;34;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Parma;36;2011;22;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Pavia;29;2011;20;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Perugia;23;2011;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Pesaro;35;2011;20;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Pescara;37;2011;26;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Piacenza;35;2011;26;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Pisa;26;2011;18;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Prato;30;2011;22;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Ravenna;36;2011;25;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Reggio nell Emilia;35;2011;25;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Rimini;35;2011;25;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Roma;32;2011;21;2011;5 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Savona;21;2011;15;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Taranto;24;2011;17;;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Torino;44;2011;35;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Trento;26;2011;19;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Treviso;43;2011;30;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Udine;28;2011;21;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Varese;20;2009;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2009;2014
EurHI;Italy;Venezia;38;2011;30;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Verona;35;2011;28;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Italy;Viareggio;30;2011;21;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;Italy;Vicenza;44;2011;31;2011;2 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;Latvia;Riga;23;2011;16;2009;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
