Region;iso3;Country;City/Town;concentrationPM10;AnnualmeanPM25;Year;nbLocationsPM25;Temporal coverage;Reference;Latitude;Longitude;convertionPM10;convertionPM25;nbLocationspm10;version;convertedpm10;convertedpm25
Eur HI;ITA;Italy;SAN DONA' DI PIAVE;39;26;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;ITA;Italy;SAN LAZZARO DI SAVENA;25;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SAN PANCRAZIO SALENTINO;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SAN PIETRO VERNOTICO;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SAN ROCCO AL PORTO;30;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SANTA CROCE SULL'ARNO;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SANTA GIUSTA;17;11;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SANTA GIUSTINA IN COLLE;35;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;SANTO STEFANO DI MAGRA;21;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SAREZZO;31;21;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SARONNO;30;22;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SARROCH;20;10;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SASSARI;18;8;2013;1 station, traffic, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SASSUOLO;26;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SAVIGNANO SUL RUBICONE;29;17;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SAVONA;18;13;2013;2 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SCANDICCI;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SCHIO;25;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SCHIVENOGLIA;32;27;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;SETTIMO TORINESE;39;33;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SEULO;11;6;2013;1 station, background, ruralremote;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, ruralremote;2016;FALSE;FALSE
Eur HI;ITA;Italy;SINISCOLA;15;10;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SONDRIO;25;19;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SORESINA;42;34;2013;1 station, traffic, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SPOLETO;21;15;2013;3 stations,background urban, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations,background urban, industrial, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SUSA;18;12;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;TARANTO;22;14;2013;2 stations, traffic urban, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;6 stations, background urban, traffic urban, industrial, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;TAVAZZANO CON VILLAVESCO;35;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;TERNI;32;22;2013;3 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;TORCHIAROLO;35;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;TORGIANO;17;12;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;TORINO;39;26;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;TRENTO;24;16;2013;2 stations, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;TREVIGLIO;35;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;TREVISO;34;23;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;TRIESTE;22;15;2013;1 station, traffic urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;4 stations, background urban, industrial, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;TRIVERO;16;11;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;TURBIGO;28;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;UDINE;23;16;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VADO LIGURE;22;15;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VALMADRERA;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;VARESE;28;22;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VENAFRO;33;22;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;VENEZIA;32;25;2013;2 stations, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;4 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VERBANIA;17;12;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VERCELLI;33;23;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VERONA;34;21;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VERUCCHIO;19;12;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;VEZZANO;8;5;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;VIAREGGIO;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;VICENZA;36;27;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VILLA MINOZZO;8;5;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;VINCHIO;29;20;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;VITERBO;19;11;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;VOGHERA;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Amr LMI;JAM;Jamaica;Kingston;48;26;2012;;;The annual ambient air quality report 2012, National Environment and Planning agency;;;measured data;converted from PM10;10 stations, NA;2016;FALSE;TRUE
Amr LMI;JAM;Jamaica;Northern St. Catherine;24;13;2012;;;The annual ambient air quality report 2012, National Environment and Planning agency;;;measured data;converted from PM10;3 stations, NA;2016;FALSE;TRUE
Amr LMI;JAM;Jamaica;Old Harbour Plains, St. Catherine;34;18;2012;;;The annual ambient air quality report 2012, National Environment and Planning agency;;;measured data;converted from PM10;3 stations, NA;2016;FALSE;TRUE
Amr LMI;JAM;Jamaica;Portmore;54;29;2012;;;The annual ambient air quality report 2012, National Environment and Planning agency;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Amr LMI;JAM;Jamaica;South Eastern Manchester;25;14;2012;;;The annual ambient air quality report 2012, National Environment and Planning agency;;;measured data;converted from PM10;4 stations, NA;2016;FALSE;TRUE
Amr LMI;JAM;Jamaica;Vere Plains Clarendon;42;23;2012;;;The annual ambient air quality report 2012, National Environment and Planning agency;;;measured data;converted from PM10;2 stations, NA;2016;FALSE;TRUE
Wpr HI;JPN;Japan;Fukuoka city;35;19;2012;4 stations, suburban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Gifu city;26;14;2012;2 stations, rural;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Hachioji city;24;13;2012;2 stations, suburban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Kagoshima city;35;18;2012;2 stations, rural;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Kyoto city;28;15;2012;3 stations, suburban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Nagoya city;30;16;2012;4 stations, urban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Niigata city;24;13;2012;2 stations, rural;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Okayama city;31;17;2012;2 stations, suburban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Okinawa city;28;15;2012;1 station, rural;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Osaka city;32;17;2012;5 stations, urban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Sapporo city;19;10;2012;2 stations, rural;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Sendai city;22;12;2012;1 station, suburban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Shizuoka city;22;12;2012;4 stations, suburban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Tokyo;28;15;2012;18 stations, urban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;JPN;Japan;Yokohama city;29;15;2012;3 stations, urban;;Status of Air Pollution;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Emr LMI;JOR;Jordan;Al-Karak;45;19;2015;1 station, industrial ?;;Ministry of Environment, Environmental Monitoring and Assessment Directorate;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Emr LMI;JOR;Jordan;Al-Zarqa';128;54;2015;;;Ministry of Environment, Environmental Monitoring and Assessment Directorate;;;measured data;converted from PM10;3 stations, residential;2016;FALSE;TRUE
Emr LMI;JOR;Jordan;Amman;68;36;2015;1 station, commercial;;Ministry of Environment, Environmental Monitoring and Assessment Directorate;;;measured data;measured data;5 stations, commercial;2016;FALSE;FALSE
Emr LMI;JOR;Jordan;Irbid;69;23;2015;1 station, residential/commercial;;Ministry of Environment, Environmental Monitoring and Assessment Directorate;;;measured data;measured data;2 stations, residential/commercial;2016;FALSE;FALSE
