Region;iso3;Country;City/Town;concentrationPM10;AnnualmeanPM25;Year;nbLocationsPM25;Temporal coverage;Reference;Latitude;Longitude;convertionPM10;convertionPM25;nbLocationspm10;version;convertedpm10;convertedpm25
Wpr LMI;CHN;China;Jiayuguan;47;31;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jieyang;60;40;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jilin;76;50;2014;7 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jimo;77;51;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jinan;199;52;2014;8 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Jinchang;48;32;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jingzhou;112;74;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jinhua;99;63;2014;3 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Jining;81;54;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jintan;72;48;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jinzhou;84;55;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jiujiang;60;40;2014;8 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Jurong;97;65;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Kaifeng;106;70;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Kaohsiung;46;30;2014;12 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Karamay;50;33;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Keelung;30;20;2014;1 station, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Kinmen;48;32;2014;1 station, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Korla;87;58;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Kunming;82;34;2014;7 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Kunshan;69;46;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Laiwu;103;68;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Laixi;84;56;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Laizhou;84;56;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Langfang;144;96;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Lanzhou;153;58;2014;5 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Lhasa;64;24;2014;6 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Lianyungang;92;61;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Liaocheng;96;63;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Lienchiang;39;26;2014;1 station, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Lin'an;87;58;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Linfen;94;62;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Linyi;84;56;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Lishui;69;43;2014;3 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Liuzhou;98;65;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Liyang;78;52;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Luoyang;85;56;2014;7 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Luzhou;75;50;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Maanshan;87;57;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Maoming;49;32;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Meizhou;51;34;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Mianyang;66;44;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Miaoli;37;25;2014;3 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Mudanjiang;75;50;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Nanchang;116;49;2014;9 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Nanchong;86;57;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Nanjing;137;72;2014;9 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Nanning;90;47;2014;8 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Nantong;90;60;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Nantou;51;34;2014;2 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;New Taipei;34;22;2014;11 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Ningbo;86;45;2014;8 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Panjin;85;56;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Panzhihua;48;32;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Penghu;24;16;2014;1 station, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Penglai;69;46;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Pingdingshan;105;70;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Pingdu;88;58;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Pingtung;34;22;2014;3 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Qingdao;106;46;2014;9 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Qingyuan;63;42;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Qinhuangdao;91;60;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Qiqihar;52;35;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Quanzhou;48;32;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Qujing;48;32;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Quzhou;94;57;2014;3 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Rizhao;57;38;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Rongcheng;57;38;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Rushan;72;48;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Sanmenxia;96;64;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Sanya;23;15;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Shanghai;84;52;2014;10 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Shantou;57;38;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Shanwei;41;27;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Shaoguan;73;48;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Shaoxing;105;64;2014;3 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Shenyang;129;72;2014;11 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Shenzhen;61;34;2014;11 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Shijiazhuang;305;121;2014;8 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Shizuishan;62;41;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Shouguang;117;78;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Suqian;102;68;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Suzhou;97;64;2014;8 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Taian;83;55;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Taicang;82;55;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Taichung;44;29;2014;5 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Tainan;44;29;2014;4 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Taipei;28;19;2014;7 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Taitung;16;11;2014;2 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Taiyuan;157;67;2014;9 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Taizhou;82;61;2014;7 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Tangshan;153;102;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Taoyuan;36;24;2014;6 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Tianjin;150;87;2014;15 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Tongchuan;97;64;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Urumqi;146;64;2014;7 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Wafangdian;88;59;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Weifang;73;49;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Weihai;45;30;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Weinan;102;68;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Wendeng;69;46;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Wenzhou;94;46;2014;4 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Wuhan;124;80;2014;10 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Wuhu;92;61;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Wujiang;85;56;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Wuxi;101;67;2014;7 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Xiamen;62;36;2014;4 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Xi'an;189;70;2014;13 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Xiangtan;105;70;2014;7 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Xianyang;98;65;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Xingtai;193;128;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Xining;163;62;2014;4 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Xuzhou;100;66;2014;7 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yan'an;73;48;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yancheng;86;57;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yangjiang;48;32;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yangquan;105;70;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yangzhou;97;65;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yantai;46;31;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yibin;78;52;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yichang;106;70;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yilan;24;16;2014;2 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yinchuan;118;47;2014;6 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Yingkou;61;40;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yiwu;88;59;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yixing;81;54;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yueyang;73;49;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yunfu;47;31;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yunlin;46;31;2014;4 stations, NA;;http://www.epa.gov.tw/;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Yuxi;46;30;2014;3 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zaozhuang;73;48;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhangjiagang;91;60;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhangjiajie;71;47;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhangjiakou;51;34;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhangqiu;71;47;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhanjiang;39;26;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhaoqing;85;55;2014;4 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Zhaoyuan;82;55;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhengzhou;171;86;2014;9 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Zhenjiang;99;66;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhongshan;66;38;2014;4 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Zhoushan;58;29;2014;3 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Zhuhai;59;35;2014;4 stations, NA;;"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center";;;measured data;measured data;NA;2016;FALSE;FALSE
Wpr LMI;CHN;China;Zhuji;88;59;2014;2 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zhuzhou;105;69;2014;7 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zibo;82;55;2014;6 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zigong;97;64;2014;4 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr LMI;CHN;China;Zunyi;74;49;2014;5 stations, NA;;China National Environmental Monitoring Center;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Amr LMI;COL;Colombia;Armenia;25;11;2014;;;Subsistema de Información sobre Calidad del Aire;;;measured data;converted from PM10;1 station, urban background;2016;FALSE;TRUE
Amr LMI;COL;Colombia;Barbosa;32;14;2014;;;Resumen Anual  Calidad del Aire 2014,;;;measured data;converted from PM10;1 station, suburban background;2016;FALSE;TRUE
Amr LMI;COL;Colombia;Bello;43;19;2014;;;Resumen Anual  Calidad del Aire 2014,;;;measured data;converted from PM10;1 station, urban background;2016;FALSE;TRUE
Amr LMI;COL;Colombia;Bogotá;52;24;2014;6 stations, urban background/urban traffic;;Subsistema de Información sobre Calidad del Aire;;;measured data;measured data;10 stations, urban background/urban traffic;2016;FALSE;FALSE
Amr LMI;COL;Colombia;Bucaramanga;47;21;2014;;;Sistema de Vigilancia de calidad del aire del area metropolitana de Bucaramanga, Informe Anual de Calidad del Aire de Bucaramanga 2014;;;measured data;converted from PM10;2 stations, NA;2016;FALSE;TRUE
Amr LMI;COL;Colombia;Caldas;49;25;2014;1 station, NA;;Resumen Anual  Calidad del Aire 2014,;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Amr LMI;COL;Colombia;Cali;41;17;2014;2 stations, Urban background;;Informe anual de calidad del aire de Santiago de Cali, 2014;;;measured data;measured data;4 stations, Urban background;2016;FALSE;FALSE
Amr LMI;COL;Colombia;Ciénaga;48;21;2014;;;Subsistema de Información sobre Calidad del Aire;;;measured data;converted from PM10;1 station, Urban background;2016;FALSE;TRUE
Amr LMI;COL;Colombia;Copacabana;35;16;2014;;;Subsistema de Información sobre Calidad del Aire;;;measured data;converted from PM10;1 station, suburban background;2016;FALSE;TRUE
Amr LMI;COL;Colombia;Girardota;46;21;2014;1 station, NA;;Resumen Anual  Calidad del Aire 2014,;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Amr LMI;COL;Colombia;Itagüí;50;29;2014;2 stations, suburban;;Resumen Anual  Calidad del Aire 2014,;;;measured data;measured data;3 stations, urban/suburban;2016;FALSE;FALSE
Amr LMI;COL;Colombia;La Estrella;47;41;2014;1 station, suburban background;;Resumen Anual  Calidad del Aire 2014,;;;measured data;measured data;2 stations, suburban background;2016;FALSE;FALSE
Amr LMI;COL;Colombia;Manizales;26;18;2014;1 station, urban;;CORPOCALDAS, Informe Sistema de Vigilancia de Calidad del Aire - Resumen 2014;;;measured data;measured data;6 stations, urban;2016;FALSE;FALSE
Amr LMI;COL;Colombia;Medellin;45;26;2014;5 stations, urban;;Resumen Anual  Calidad del Aire 2014,;;;measured data;measured data;5 stations, urban/suburban background;2016;FALSE;FALSE
Amr LMI;COL;Colombia;Pasto;18;9;2014;1 station, urban background;;Subsistema de Información sobre Calidad del Aire;;;measured data;measured data;1 station, urban background;2016;FALSE;FALSE
